iter	MAE	RMSE
247	671.6656602	973.0120075
248	671.2266368	972.4641723
249	670.8548675	971.8511812
250	670.3025356	971.2148512
251	670.1210891	970.8797791
252	669.8354205	970.389975
253	669.2347844	969.8815572
254	668.9448844	969.4907103
255	668.5761449	968.9814558
256	668.3697793	968.4370276
257	668.0413779	968.0471092
258	667.6200039	967.4353039
259	667.3483179	966.9625888
260	666.9281311	966.462104
261	666.6203785	965.8702367
262	666.3295019	965.2270669
263	666.029222	964.8474117
264	665.8852859	964.4400347
265	665.7681045	964.0986921
266	665.4403604	963.6550677
267	665.0640145	963.2323337
268	664.7774666	962.740434
269	664.5874779	962.532287
270	664.1867129	962.0687984
271	663.8337411	961.492009
272	663.4531205	961.0519871
273	663.0434138	960.5302321
274	662.724345	960.1562123
275	662.3561529	959.6220686
276	662.0536122	959.2943405
277	661.819826	959.0446848
278	661.5405735	958.6851713
279	661.2074126	958.249419
280	660.8909395	957.754273
281	660.6604073	957.2976465
282	660.4049986	956.8988752
283	660.1742616	956.4660297
284	659.8787544	956.0097557
285	659.4833872	955.4849648
286	659.149927	954.8873758
287	659.034174	954.6253831
288	658.7424043	954.2342272
289	658.5352679	953.823264
290	658.1807532	953.3488159
291	657.8497811	952.8843664
292	657.7448024	952.6950646
293	657.5146005	952.3222827
294	657.2729439	951.8009761
295	656.8505626	951.3129628
296	656.6887326	951.1154602
297	656.2853652	950.6428503
298	656.0700219	950.2944124
299	655.7691897	949.9792339
300	655.5010394	949.4220335
301	655.153651	948.9808305
302	654.9644539	948.6014593
303	654.7216814	948.0971655
304	654.4254371	947.7924576
305	654.3181524	947.543874
306	654.0596963	947.2007177
307	653.7738886	946.6785226
308	653.560628	946.1930204
309	653.2101235	945.659428
310	653.0632992	945.2922582
311	652.7016603	944.7841119
312	652.3417172	944.283703
313	652.2246405	944.0473705
314	652.0603935	943.6959718
315	651.8089098	943.4124927
316	651.5352742	943.09016
317	651.4180056	942.8381943
318	651.1264994	942.2705513
319	650.9028858	941.88796
320	650.6178816	941.5380296
321	650.35633	941.1474545
322	650.1963094	941.0082012
323	650.0295434	940.6274851
324	649.6863965	940.1583661
325	649.4102286	939.648718
326	649.1790053	939.354644
327	649.0866315	939.13769
328	648.789174	938.7004447
329	648.4512439	938.2878683
330	648.3358454	937.9946558
331	648.2816199	937.7949658
332	648.1237076	937.6576886
333	647.8619803	937.1310099
334	647.5827608	936.8294516
335	647.2292746	936.3948057
336	647.1051592	936.0604757
337	646.8556587	935.7295148
338	646.6872673	935.5056967
339	646.6247481	935.256977
340	646.401603	934.9507925
341	646.2860917	934.6710313
342	646.1791686	934.4680144
343	645.9307422	934.0395011
344	645.7620364	933.6960644
345	645.4059229	933.3069265
346	645.235351	932.9990053
347	644.9935892	932.6999371
348	644.8416297	932.4232604
349	644.58118	932.0701489
350	644.4496846	931.7966873
351	644.3685333	931.6678834
352	644.1151926	931.3613315
353	644.032628	931.127587
354	643.80816	930.8757726
355	643.5970985	930.6412467
356	643.3674665	930.3446936
357	643.0903034	929.9449147
358	642.8488752	929.5623808
359	642.7858158	929.3310463
360	642.5591095	928.9948127
361	642.4285965	928.7992098
362	642.2669509	928.521292
363	642.018338	928.1667366
364	641.8851756	927.8671937
365	641.7460573	927.5040261
366	641.6494188	927.2447047
367	641.4024025	926.9026941
368	641.2453764	926.65122
369	640.8729528	926.2496358
370	640.6055949	925.9158161
371	640.3422408	925.4887801
372	640.2609427	925.3314306
373	639.9604284	924.9653423
374	639.7088079	924.6575277
375	639.3165241	924.2570838
376	639.2334449	924.0453097
377	638.951057	923.7382381
378	638.7913591	923.3873803
379	638.6761419	923.1697833
380	638.4118095	922.7566419
381	638.1257308	922.3523262
382	637.9942984	922.0437606
383	637.9456973	921.8401131
384	637.8712866	921.6215721
385	637.6375034	921.1642159
386	637.3946021	920.7669627
387	637.144447	920.4581996
388	636.9017859	920.2134294
389	636.8607232	920.0611105
390	636.6617695	919.8457782
391	636.591387	919.6750303
392	636.3509569	919.3048646
393	636.2053803	919.1424259
394	635.96805	918.8015041
395	635.7845527	918.4618886
396	635.6603293	918.2313315
397	635.541435	917.9751233
398	635.2902283	917.6692876
399	635.1369877	917.4614141
400	634.9547691	917.1004664
401	634.6913967	916.7613975
402	634.4524974	916.4332893
403	634.2797338	916.2235014
404	634.1004931	915.9720603
405	633.9499446	915.808999
406	633.6935278	915.4880752
407	633.559471	915.2493854
408	633.3473957	914.9195629
409	633.2440919	914.6560633
410	633.088532	914.4896436
411	632.8946805	914.2133463
412	632.717771	913.9197258
413	632.421434	913.5305671
414	632.222595	913.1086695
415	631.9559213	912.7324655
416	631.8611863	912.5088853
417	631.8197089	912.3695527
418	631.6094513	912.1481983
419	631.400733	911.7313291
420	631.1228968	911.193394
421	630.9380568	910.9473173
422	630.8122297	910.7433173
423	630.5548284	910.4207099
424	630.3781851	910.1682095
425	630.3049599	910.0388784
426	630.1495935	909.8438511
427	630.0743699	909.6486223
428	630.0163235	909.5402507
429	629.877169	909.2924803
430	629.6827765	909.0411734
431	629.5325316	908.7842742
432	629.3402518	908.5867407
433	629.2366073	908.3627706
434	629.0700393	908.0820441
435	628.902701	907.8416407
436	628.7191839	907.5396276
437	628.4694035	906.9585506
438	628.284231	906.6538931
439	628.2237581	906.5501415
440	628.0900254	906.3234173
441	627.8000119	905.9968401
442	627.625244	905.7276331
443	627.5322396	905.594637
444	627.4148143	905.4200169
445	627.2549115	905.1970476
446	627.183418	904.9982957
447	626.9401349	904.6595144
448	626.8206455	904.5399288
449	626.6512214	904.3416414
450	626.4927588	904.1280724
451	626.2642604	903.8377702
452	626.1299801	903.6238997
453	626.001302	903.3165202
454	625.8040972	903.0755542
455	625.6029734	902.7346122
456	625.4488918	902.5046337
457	625.2134307	902.0464522
458	625.0045873	901.7686539
459	624.886961	901.617834
460	624.7825975	901.418743
461	624.6901427	901.2373224
462	624.4993879	900.9478605
463	624.3517281	900.6996863
464	624.2183023	900.4264517
465	624.0673438	900.1787845
466	623.8770906	899.9253764
467	623.7854698	899.7449571
468	623.4882836	899.4158069
469	623.336514	899.2381249
470	623.2154718	899.1123275
471	623.0361727	898.8446497
472	622.8845597	898.5715507
473	622.7790913	898.3089133
474	622.5703399	898.0056752
475	622.509287	897.8820293
476	622.4002064	897.7580356
477	622.2181443	897.5036644
478	622.0737878	897.2463854
479	621.8785146	896.9680765
480	621.70557	896.6154126
481	621.4764565	896.3406953
482	621.3140365	896.0619717
483	621.1863034	895.8832911
484	620.8991447	895.5179859
485	620.7765893	895.2746176
486	620.5760093	895.0980776
487	620.4509679	894.8890477
488	620.3542449	894.732178
489	620.2774497	894.5416589
490	620.1841774	894.3379582
491	620.0636597	894.1334134
492	619.9333372	893.9449839
493	619.8484887	893.7797132
494	619.731128	893.6364323
495	619.6236046	893.4347341
496	619.4758079	893.1914169
497	619.4087062	893.0262416
498	619.284385	892.7731169
499	619.1194549	892.5195344
500	618.9401906	892.3119351
501	618.8105458	892.0241533
502	618.751846	891.8900018
503	618.6902457	891.7735812
504	618.5627162	891.5482333
505	618.497364	891.3840318
506	618.3925024	891.2304335
507	618.3480878	891.0852513
508	618.2620774	890.9143396
509	618.0844484	890.6406825
510	618.0429446	890.5316186
511	617.9406216	890.3752894
512	617.8774368	890.2541636
513	617.7038243	890.0228672
514	617.5752029	889.8122832
515	617.439341	889.5906279
516	617.3558887	889.5018298
517	617.2462681	889.3420771
518	617.0609712	889.0425516
519	616.8938658	888.795351
520	616.7421998	888.6009711
521	616.6550832	888.4021823
522	616.5847515	888.2284634
523	616.4726123	888.0314919
524	616.3168984	887.791739
525	616.2077554	887.6395154
526	616.0996967	887.5394734
527	615.8731171	887.236143
528	615.7229735	887.0140396
529	615.5818012	886.7807129
530	615.3284609	886.4783808
531	615.1744332	886.2393864
532	615.0246342	885.9933166
533	614.9412243	885.8460551
534	614.7989838	885.6101624
535	614.6865999	885.4136943
536	614.6475571	885.2888635
537	614.3208494	884.9257537
538	614.1720494	884.7625154
539	614.0334512	884.5402544
540	613.9467975	884.3985821
541	613.8122072	884.1594911
542	613.7855899	884.0659926
543	613.6935721	883.933669
544	613.6234226	883.7980111
545	613.4657028	883.5029942
546	613.4120941	883.385705
547	613.1873189	883.1009427
548	613.0994643	882.959943
549	613.0396588	882.8523277
550	612.9072903	882.6729781
551	612.7251455	882.4031678
552	612.6791944	882.3013447
553	612.6176127	882.1730422
554	612.5625108	882.0346787
555	612.4820972	881.8857018
556	612.4437206	881.7300999
557	612.3308341	881.5502485
558	612.171172	881.3402163
559	612.1301104	881.2383813
560	612.1078329	881.1561563
561	611.7123927	880.6903433
562	611.5079941	880.3446207
563	611.4540602	880.2107977
564	611.2810166	880.0018559
565	611.1519247	879.8073503
566	610.9993462	879.6072085
567	610.9468846	879.4867842
568	610.9167885	879.3854234
569	610.8160339	879.1741094
570	610.7099148	878.9323403
571	610.6218706	878.7692314
572	610.6056689	878.7175729
573	610.4160757	878.5141681
574	610.3674621	878.3886182
575	610.2868339	878.2469532
576	609.933865	877.8325286
577	609.9088772	877.7595935
578	609.7222499	877.5120415
579	609.640962	877.3905543
580	609.5678635	877.2590068
581	609.4792892	877.074738
582	609.1864543	876.7524815
583	609.1192683	876.6084762
584	609.0910585	876.5209054
585	609.031448	876.3714652
586	608.9053567	876.2318236
587	608.8330124	876.0743736
588	608.7627003	875.9403253
589	608.6901355	875.8188731
590	608.5587503	875.6277834
591	608.5122189	875.5231236
592	608.4463592	875.3850951
593	608.2649372	875.1570029
594	608.1928784	875.0268871
595	608.0582673	874.8435243
596	607.7117803	874.2087144
597	607.57096	874.0506953
598	607.4867478	873.897245
599	607.3733297	873.7559693
600	607.3354082	873.6290478
601	607.2818464	873.4740523
602	607.0437808	873.1785379
603	606.9844651	873.0548219
604	606.8262641	872.8781218
605	606.7335265	872.7130202
606	606.5712324	872.4611607
607	606.4795871	872.3186413
608	606.3611126	872.1177931
609	606.1635837	871.7339266
610	605.9587962	871.4841217
611	605.7508246	871.2102993
612	605.7105743	871.1062912
613	605.6691917	870.9859668
614	605.5539051	870.8295989
615	605.5205748	870.724243
616	605.4059193	870.6004711
617	605.3419497	870.4482229
618	605.3032446	870.3688611
619	605.2114591	870.1824643
620	605.0713946	869.9659497
621	604.98768	869.8365563
622	604.9582494	869.7403907
623	604.7587302	869.4898721
624	604.7390388	869.4160248
625	604.5539402	869.2044895
626	604.5187986	869.1272757
627	604.3753844	868.9366732
628	604.309024	868.8082128
629	604.2542783	868.7447764
630	604.1065089	868.4956785
631	604.0378757	868.3935509
632	603.9955962	868.3231785
633	603.7963508	868.0621391
634	603.783259	868.0172816
635	603.7249405	867.8867001
636	603.547647	867.6872685
637	603.4028005	867.4538148
638	603.2835075	867.2921206
639	603.2234478	867.1403236
640	603.1186796	866.982306
641	603.071175	866.8815212
642	602.9978453	866.7394767
643	602.9379491	866.6424411
644	602.7479683	866.2744194
645	602.6765682	866.1439101
646	602.5276632	865.9704447
647	602.4958458	865.8883292
648	602.4287242	865.7587171
649	602.3072376	865.5794124
650	602.2148299	865.4468378
651	602.134705	865.2820383
652	601.998639	865.1268943
653	601.9017026	864.941129
654	601.7689539	864.7134222
655	601.7359368	864.6178473
656	601.6908047	864.5169644
657	601.6468367	864.4103146
658	601.583504	864.3149506
659	601.4507462	864.131782
660	601.3797384	863.9978876
661	601.3113307	863.8810316
662	601.2468432	863.7698947
663	601.0914984	863.5548985
664	601.0573051	863.4517002
665	600.9781802	863.2903857
666	600.8884292	863.1878289
667	600.6835409	862.8360661
668	600.6126141	862.6908427
669	600.5537034	862.5902353
670	600.4469567	862.40818
671	600.3289745	862.2600767
672	600.2667286	862.1073675
673	600.230781	862.0114019
674	600.1818891	861.9026759
675	600.1199305	861.7684945
676	600.0693777	861.6566298
677	599.9621778	861.4912931
678	599.9329957	861.3933859
679	599.8634873	861.279513
680	599.8144331	861.2109545
681	599.653096	860.9861088
682	599.5417073	860.8305464
683	599.5083258	860.7610205
684	599.3652454	860.5898243
685	599.3237021	860.5127276
686	599.1763028	860.3734892
687	599.0424191	860.2096944
688	598.9218855	859.9835302
689	598.8051561	859.8285267
690	598.7331946	859.7489991
691	598.5697466	859.452657
692	598.502903	859.330183
693	598.4723323	859.2564717
694	598.4337596	859.1532213
695	598.3407975	859.0201646
696	598.3110938	858.9333566
697	598.2412609	858.7869139
698	598.1313458	858.6539347
699	598.0858544	858.5295837
700	598.0266952	858.4175539
701	597.9443614	858.25186
702	597.9165249	858.1933748
703	597.8832849	858.1130244
704	597.7581625	857.9487929
705	597.6549957	857.7922687
706	597.6172015	857.7025085
707	597.5920633	857.6271109
708	597.4784546	857.4783027
709	597.3557837	857.3470461
710	597.2405492	857.227581
711	597.1914021	857.0997991
712	597.1013476	857.0082419
713	597.0503419	856.9153273
714	596.9389601	856.7400698
715	596.8431119	856.5669586
716	596.8062442	856.5060551
717	596.615043	856.2868449
718	596.5339298	856.1657473
719	596.3947398	855.9688824
720	596.3623872	855.8894829
721	596.2920824	855.8066061
722	596.1966379	855.6239516
723	596.0457228	855.4351437
724	596.0278424	855.3557464
725	595.9835899	855.2675849
726	595.8790533	855.075432
727	595.8131329	854.9617678
728	595.7375165	854.7775073
729	595.7065784	854.7141391
730	595.5916007	854.5263947
731	595.4855085	854.3790938
732	595.4295693	854.2899992
733	595.3973641	854.2162981
734	595.2311729	853.9425607
735	595.2065287	853.887521
736	595.0455068	853.6630479
737	594.9603829	853.4603418
738	594.9194735	853.3576467
739	594.80143	853.1861562
740	594.7324848	853.0509239
741	594.6528425	852.9297921
742	594.5728119	852.7914137
743	594.4387287	852.5953578
744	594.3992259	852.5376682
745	594.298966	852.3778537
746	594.1911135	852.215178
747	594.166571	852.1527144
748	594.1035096	852.0526164
749	594.0202832	851.8740234
750	593.8825369	851.6717196
751	593.849138	851.5961647
752	593.6926745	851.3856224
753	593.6364425	851.2777972
754	593.5647798	851.1408441
755	593.5009363	851.0388178
756	593.4517467	850.9619616
757	593.3243344	850.7495057
758	593.2992135	850.6694077
759	593.2578214	850.5951151
760	593.1366084	850.4371277
761	593.0467785	850.3029331
762	592.9763375	850.2092357
763	592.8850991	850.0690602
764	592.8642583	850.0089213
765	592.8085198	849.888391
766	592.7290368	849.7530782
767	592.6394433	849.6050365
768	592.5832863	849.4946301
769	592.5437364	849.4216289
770	592.4981467	849.3340868
771	592.3194107	849.1179225
772	592.1649737	848.8590799
773	592.0565851	848.7123141
774	591.9753978	848.5582865
775	591.871003	848.4024685
776	591.8239267	848.3109118
777	591.7215051	848.1388662
778	591.6531526	848.0016771
779	591.6210525	847.9416435
780	591.5180339	847.7983607
781	591.4666971	847.6870081
782	591.3525386	847.5182611
783	591.327484	847.4348413
784	591.2317854	847.2884808
785	591.0748845	847.1088547
786	590.8743353	846.8689715
787	590.8179439	846.7783758
788	590.7725087	846.6954747
789	590.6863513	846.6007424
790	590.6392021	846.4843508
791	590.6151518	846.4022493
792	590.4682332	846.1185004
793	590.3442405	845.9518938
794	590.2968928	845.874222
795	590.0308885	845.3935433
796	589.9175092	845.2425101
797	589.8674819	845.1466742
798	589.8046471	845.0340017
799	589.714454	844.9108491
800	589.7036225	844.8761056
801	589.563441	844.6434852
802	589.4953447	844.5444289
803	589.4494	844.4344521
804	589.4291011	844.3528136
805	589.3738256	844.2316898
806	589.3592032	844.1635066
807	589.2785448	844.0405291
808	589.2630285	843.970221
809	589.2328532	843.9091984
810	589.1588716	843.7859041
811	589.0358842	843.5799078
812	589.0181528	843.5395378
813	588.9375955	843.4467432
814	588.9036057	843.3694251
815	588.8298851	843.2840706
816	588.7826684	843.2198587
817	588.7416842	843.1387435
818	588.6863968	843.0426485
819	588.6312516	842.9276114
820	588.5933961	842.8722237
821	588.4634262	842.6537943
822	588.3472596	842.4001965
823	588.262357	842.2782313
824	588.2191024	842.2000334
825	588.1260241	842.0745281
826	588.1036402	842.0288985
827	588.0120521	841.926852
828	587.9538171	841.8451591
829	587.9140137	841.7910417
830	587.8728818	841.7171866
831	587.6851518	841.4723601
832	587.6427347	841.3816632
833	587.609115	841.3139345
834	587.5678326	841.236659
835	587.5238611	841.1336509
836	587.449389	841.0217034
837	587.3339178	840.8836844
838	587.2839449	840.8093438
839	587.1403431	840.6638399
840	587.1277167	840.6035457
841	587.0674194	840.5341177
842	587.0073384	840.4199973
843	586.8784502	840.2703005
844	586.7780431	840.1404827
845	586.6743495	839.9873293
846	586.6499501	839.9215417
847	586.6217173	839.8840141
848	586.479697	839.7153049
849	586.4070105	839.6041754
850	586.3178104	839.4772461
851	586.2769759	839.3851703
852	586.2115045	839.3074067
853	586.0819598	839.0837303
854	585.9959606	838.9793037
855	585.8562944	838.830921
856	585.7859762	838.7041752
857	585.7455379	838.616642
858	585.6723543	838.4996036
859	585.6171588	838.4215144
860	585.4615709	838.2159896
861	585.3997251	838.1330565
862	585.3533969	838.0242409
863	585.3028554	837.9271078
864	585.2184449	837.8070636
865	585.1662664	837.6963294
866	585.0274252	837.4499835
867	584.9724619	837.3423807
868	584.8522104	837.202035
869	584.8312174	837.1457002
870	584.8082747	837.1057891
871	584.7058363	836.9579546
872	584.6573907	836.8848988
873	584.6262941	836.8129228
874	584.5856289	836.7507237
875	584.5468327	836.6764588
876	584.4581607	836.5264463
877	584.3575951	836.4139986
878	584.3264527	836.3833744
879	584.2970304	836.2913771
880	584.2607594	836.2047805
881	584.2021576	836.1421372
882	584.1660447	836.054023
883	584.0891958	835.915714
884	583.9676008	835.7061879
885	583.902266	835.5793097
886	583.8854096	835.5231814
887	583.8404078	835.4343483
888	583.7871915	835.3493091
889	583.7108611	835.2478706
890	583.6481949	835.1572279
891	583.5348201	834.9867338
892	583.4605463	834.8688871
893	583.423524	834.7992918
894	583.39592	834.7291632
895	583.3158684	834.5783824
896	583.2174391	834.4334706
897	583.1767893	834.3655733
898	583.086096	834.22672
899	583.0004682	834.1235079
900	582.9622135	834.025939
901	582.9479095	833.9730186
902	582.847793	833.8354305
903	582.7219463	833.690314
904	582.6919868	833.6223869
905	582.6013665	833.4781637
906	582.5425653	833.3699749
907	582.5066073	833.3070013
908	582.4777849	833.2388862
909	582.379516	833.0348631
910	582.3403572	832.9576638
911	582.2975588	832.8605791
912	582.2511804	832.7585519
913	582.211981	832.659194
914	582.1279078	832.5732002
915	582.0937	832.5140669
916	582.0221246	832.4133137
917	581.9152477	832.3112903
918	581.7481365	832.1140217
919	581.701135	832.0258117
920	581.528472	831.6663576
921	581.403899	831.4849805
922	581.3488099	831.4023114
923	581.3210179	831.3461131
924	581.3020708	831.3056505
925	581.2717402	831.2343144
926	581.2451834	831.172514
927	581.1846534	831.0215438
928	581.1628144	830.9655801
929	581.1287993	830.9074048
930	581.0064797	830.7264146
931	580.9697894	830.6309026
932	580.9391752	830.5397443
933	580.8620689	830.3799891
934	580.8293926	830.3145867
935	580.7992469	830.2425171
936	580.7603064	830.1407359
937	580.7114833	830.0896905
938	580.6430603	829.9964478
939	580.623031	829.9603039
940	580.601989	829.9014607
941	580.5634987	829.8130673
942	580.5299137	829.7367215
943	580.5153106	829.6925444
944	580.4315078	829.5702667
945	580.3981059	829.5071255
946	580.3554877	829.4078557
947	580.2227755	829.2421329
948	580.1683961	829.1514171
949	580.0936327	829.030252
950	580.0682111	828.9722
951	580.0059197	828.8549502
952	579.9577756	828.7742371
953	579.8997608	828.7200555
954	579.862081	828.6367204
955	579.8293244	828.5544813
956	579.7682967	828.432847
957	579.7466041	828.3696071
958	579.6723231	828.2591195
959	579.5407737	828.077044
960	579.4717082	827.9643246
961	579.4320072	827.8978645
962	579.4078192	827.838625
963	579.3191855	827.6367719
964	579.2910014	827.5804629
965	579.1714818	827.4359088
966	579.1204536	827.3875968
967	579.0616321	827.3213185
968	579.0073092	827.2451578
969	578.8904446	827.0931066
970	578.8240345	826.9700462
971	578.7638457	826.8860433
972	578.6919789	826.7798974
973	578.6455615	826.6971255
974	578.5186458	826.540643
975	578.4656916	826.4469877
976	578.4084534	826.3738223
977	578.3730324	826.3209895
978	578.2850272	826.1620724
979	578.268998	826.1265235
980	578.2537649	826.0928122
981	578.1076109	825.913214
982	578.0743087	825.8334913
983	578.0000784	825.7163072
984	577.9402557	825.6478941
985	577.8099335	825.4592567
986	577.7716727	825.3714647
987	577.6265607	825.1648884
988	577.5928262	825.1018011
989	577.5454409	825.0263794
990	577.5220933	824.9722597
991	577.4279217	824.858559
992	577.3731301	824.7789246
993	577.3599224	824.704444
994	577.2466462	824.5651044
995	577.2253977	824.5177972
996	577.17781	824.444823
997	577.1006654	824.3580851
998	577.0259266	824.26848
999	576.8726274	824.0551064
